first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Chris,Paul,2015-01-03,LAC,PHI,00:30:25,7,11,3,5,7,7,2,6,8,12,2,0,1,4,24,57.0
Ty,Lawson,2015-01-03,DEN,MEM,00:36:52,10,14,3,4,2,3,0,5,5,11,2,2,2,2,25,56.25
Pau,Gasol,2015-01-03,CHI,BOS,00:38:19,9,16,1,1,10,11,5,11,16,2,1,5,5,1,29,62.0
Kemba,Walker,2015-01-03,CHO,ORL,00:38:48,10,21,4,8,6,7,1,6,7,6,2,1,3,0,30,54.25
Trey,Burke,2015-01-03,UTA,MIN,00:38:38,10,16,4,6,4,6,0,6,6,6,1,0,1,3,28,48.0
LaMarcus,Aldridge,2015-01-03,POR,ATL,00:39:25,14,25,0,0,2,2,5,7,12,4,1,2,4,1,30,55.0
James,Harden,2015-01-03,HOU,MIA,00:28:12,9,17,3,6,7,7,1,4,5,2,1,0,3,1,28,39.25
Jeff,Teague,2015-01-03,ATL,POR,00:35:16,8,16,0,2,6,6,1,2,3,6,2,0,1,0,22,38.25
Victor,Oladipo,2015-01-03,ORL,CHO,00:32:22,6,14,1,4,8,8,0,4,4,5,4,0,1,3,21,41.5
Cory,Joseph,2015-01-03,SAS,WAS,00:32:41,8,10,0,0,3,4,1,3,4,4,0,2,0,2,19,34.0
Arron,Afflalo,2015-01-03,DEN,MEM,00:32:42,8,12,2,3,5,5,0,1,1,2,1,0,1,0,23,29.75
Dwight,Howard,2015-01-03,HOU,MIA,00:26:27,9,13,0,0,5,9,4,9,13,0,0,0,2,2,23,38.25
Paul,Millsap,2015-01-03,ATL,POR,00:36:42,11,17,0,1,5,7,3,3,6,0,1,1,4,3,27,36.5
Nikola,Vucevic,2015-01-03,ORL,CHO,00:35:23,8,16,0,0,4,4,2,8,10,2,1,2,0,5,20,41.5
Thabo,Sefolosha,2015-01-03,ATL,POR,00:27:32,3,4,1,1,6,6,2,10,12,3,2,0,2,2,13,36.0
Jordan,Farmar,2015-01-03,LAC,PHI,00:17:35,5,8,2,5,1,1,0,1,1,6,3,0,0,0,13,30.25
Rudy,Gobert,2015-01-03,UTA,MIN,00:30:59,5,7,0,0,3,6,2,9,11,1,1,6,1,3,13,41.75
Andrew,Wiggins,2015-01-03,MIN,UTA,00:36:44,8,15,1,3,3,3,1,3,4,2,1,1,0,2,20,32.5
Evan,Turner,2015-01-03,BOS,CHI,00:39:59,12,22,4,5,1,2,0,5,5,6,1,0,7,3,29,44.75
Tony,Wroten,2015-01-03,PHI,LAC,00:38:55,8,21,2,8,9,10,1,3,4,7,1,0,6,1,27,42.5
Jared,Sullinger,2015-01-03,BOS,CHI,00:35:47,8,17,0,3,0,0,8,8,16,2,1,1,2,1,16,42.0
Michael,Kidd-Gilchrist,2015-01-03,CHO,ORL,00:36:16,7,13,0,0,3,6,5,7,12,3,0,1,2,1,17,37.5
Robert,Covington,2015-01-03,PHI,LAC,00:31:51,9,15,4,7,1,2,0,3,3,0,1,0,1,3,23,30.25
Tiago,Splitter,2015-01-03,SAS,WAS,00:27:33,7,8,0,0,2,2,0,3,3,2,0,1,1,0,16,24.25
Mo,Williams,2015-01-03,MIN,UTA,00:30:14,8,16,3,5,1,3,0,5,5,3,2,0,1,2,20,35.75
Marc,Gasol,2015-01-03,MEM,DEN,00:27:20,7,15,0,0,4,4,1,4,5,2,0,3,1,0,18,32.75
Tobias,Harris,2015-01-03,ORL,CHO,00:39:57,8,15,0,2,2,3,5,6,11,0,1,1,1,4,18,35.25
John,Wall,2015-01-03,WAS,SAS,00:35:42,7,13,0,2,1,2,0,3,3,8,1,0,1,1,15,32.25
Jusuf,Nurkic,2015-01-03,DEN,MEM,00:23:07,4,9,0,0,3,4,1,9,10,0,2,5,1,0,11,37.0
Trevor,Booker,2015-01-03,UTA,MIN,00:24:25,4,7,0,0,0,0,5,10,15,6,0,1,2,1,8,36.75
Wesley,Matthews,2015-01-03,POR,ATL,00:33:34,5,15,4,11,5,5,1,0,1,3,1,0,0,2,19,28.75
