first_name,last_name,date,team_abbreviation,opponent_abbreviation,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Brandon,Jennings,2015-01-04,DET,SAC,00:30:33,14,21,5,8,2,2,0,2,2,7,2,0,2,3,35,53.5
Kevin,Love,2015-01-04,CLE,DAL,00:32:23,11,21,3,7,5,6,6,4,10,3,1,1,2,1,30,51.5
Eric,Bledsoe,2015-01-04,PHO,TOR,00:29:42,7,12,1,2,5,7,0,2,2,8,3,0,1,2,20,40.5
Chris,Bosh,2015-01-04,MIA,BRK,00:39:01,10,16,3,4,3,6,1,4,5,2,1,0,1,4,26,38.25
Kobe,Bryant,2015-01-04,LAL,IND,00:32:08,7,14,2,3,4,4,0,6,6,6,3,0,2,2,20,42.5
Dwyane,Wade,2015-01-04,MIA,BRK,00:33:41,9,20,0,1,7,9,2,4,6,7,2,0,5,2,25,44.5
James,Johnson,2015-01-04,TOR,PHO,00:25:50,7,9,0,0,3,4,1,6,7,2,2,1,2,3,17,33.75
Zaza,Pachulia,2015-01-04,MIL,NYK,00:30:52,6,12,0,0,4,4,4,10,14,3,2,0,2,4,16,41.0
Darren,Collison,2015-01-04,SAC,DET,00:28:15,5,7,2,2,5,7,0,6,6,3,3,0,3,3,17,34.5
Nick,Young,2015-01-04,LAL,IND,00:28:30,4,12,2,5,12,12,0,3,3,1,1,0,1,2,22,29.75
Jonas,Valanciunas,2015-01-04,TOR,PHO,00:32:47,9,14,0,0,3,4,3,7,10,1,0,0,3,1,21,33.5
Deron,Williams,2015-01-04,BRK,MIA,00:26:04,5,10,1,2,2,2,0,6,6,8,1,0,0,2,13,35.0
Tyson,Chandler,2015-01-04,DAL,CLE,00:29:29,6,7,0,0,2,2,1,7,8,3,0,1,1,2,14,30.0
Goran,Dragic,2015-01-04,PHO,TOR,00:28:37,8,11,2,3,0,1,1,5,6,3,0,0,1,3,18,30.5
Andre,Drummond,2015-01-04,DET,SAC,00:28:16,6,11,0,0,3,5,4,10,14,1,0,2,0,4,15,38.0
Donald,Sloan,2015-01-04,IND,LAL,00:36:15,6,14,1,6,3,4,0,7,7,9,0,0,1,2,16,38.25
Giannis,Antetokounmpo,2015-01-04,MIL,NYK,00:29:40,6,9,1,1,3,6,5,7,12,2,1,2,4,4,16,38.5
Hassan,Whiteside,2015-01-04,MIA,BRK,00:27:08,5,7,0,0,1,1,1,9,10,0,1,5,1,1,11,35.0
Dirk,Nowitzki,2015-01-04,DAL,CLE,00:25:02,7,12,1,2,0,0,0,5,5,3,0,2,0,0,15,30.25
