first_name,last_name,date,team_abbreviation,opponent_abbreviation,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,turnovers,fouls_committed,points,draftkings_score
Stephen,Curry,2015-02-20,GSW,SAS,1913,8,17,4,8,5,5,0,4,4,11,4,0,2,2,25,55.5
Avery,Bradley,2015-02-20,BOS,SAC,2451,12,22,1,4,3,4,1,2,3,6,4,1,0,3,28,51.25
Rodney,Stuckey,2015-02-20,IND,PHI,1610,10,16,2,4,8,8,0,2,2,4,3,0,2,3,30,44.5
Louis,Williams,2015-02-20,TOR,ATL,1459,9,14,7,10,1,2,0,4,4,2,4,1,1,1,26,47.0
Jimmy,Butler,2015-02-20,CHI,DET,2332,9,18,3,5,9,9,1,4,5,5,0,0,2,1,30,44.25
Rudy,Gay,2015-02-20,SAC,BOS,2263,9,18,2,5,8,8,2,3,5,4,1,3,3,1,28,47.75
Markieff,Morris,2015-02-20,PHO,MIN,2217,12,21,1,2,6,7,2,2,4,2,1,2,2,2,31,44.5
Kevin,Martin,2015-02-20,MIN,PHO,2112,10,16,1,6,7,9,1,5,6,2,1,0,1,0,28,40.5
DeMarcus,Cousins,2015-02-20,SAC,BOS,2134,12,18,0,0,7,9,3,12,15,3,2,1,9,3,31,55.75
Caron,Butler,2015-02-20,DET,CHI,1939,6,10,2,5,6,6,0,4,4,3,4,0,0,3,20,38.5
LeBron,James,2015-02-20,CLE,WAS,1507,12,21,3,5,1,3,0,5,5,6,1,0,2,3,28,45.75
Ed,Davis,2015-02-20,LAL,BRK,1696,8,10,0,0,0,3,3,11,14,3,2,1,0,3,16,44.0
Nerlens,Noel,2015-02-20,PHI,IND,1994,5,9,0,0,2,4,5,4,9,0,4,9,1,3,12,48.75
Tyler,Zeller,2015-02-20,BOS,SAC,1853,9,16,0,0,4,4,4,0,4,6,0,1,1,5,22,37.5
Al-Farouq,Aminu,2015-02-20,DAL,HOU,1792,6,11,1,4,4,4,5,7,12,1,0,2,0,3,17,38.0
James,Harden,2015-02-20,HOU,DAL,2240,6,14,3,5,11,13,1,6,7,5,2,0,6,5,26,44.75
Mario,Chalmers,2015-02-20,MIA,NYK,2210,4,14,1,7,4,5,0,6,6,7,8,0,1,1,13,47.0
Kyrie,Irving,2015-02-20,CLE,WAS,1850,9,18,1,4,6,6,0,2,2,7,0,0,4,0,25,36.5
Alan,Anderson,2015-02-20,BRK,LAL,1975,4,6,3,4,3,4,0,4,4,6,1,0,0,1,14,31.5
Gordon,Hayward,2015-02-20,UTA,POR,1814,7,13,2,6,4,6,0,4,4,3,3,0,2,2,20,35.5
John,Wall,2015-02-20,WAS,CLE,1943,8,16,0,2,2,2,2,3,5,9,1,2,4,2,18,41.75
Joe,Johnson,2015-02-20,BRK,LAL,2036,6,11,5,7,6,7,0,6,6,0,0,0,2,3,23,32.0
DeMar,DeRozan,2015-02-20,TOR,ATL,1660,9,16,1,4,2,2,0,8,8,1,3,0,3,2,21,37.5
Jusuf,Nurkic,2015-02-20,DEN,MIL,1997,5,9,0,0,1,3,6,9,15,2,2,3,1,4,11,42.25
Brook,Lopez,2015-02-20,BRK,LAL,1965,8,19,0,0,6,7,7,7,14,0,0,1,2,4,22,40.5
Elfrid,Payton,2015-02-20,ORL,NOP,1933,4,7,0,0,2,4,2,5,7,11,0,0,0,3,10,35.25
Andrew,Wiggins,2015-02-20,MIN,PHO,2247,9,15,0,1,2,2,2,0,2,2,1,1,2,2,20,28.5
Gorgui,Dieng,2015-02-20,MIN,PHO,2262,6,8,0,0,3,6,4,8,12,1,0,2,2,3,15,34.5
J.R.,Smith,2015-02-20,CLE,WAS,1713,6,12,3,8,0,0,1,4,5,3,2,1,0,3,15,33.25
Nene,Hilario,2015-02-20,WAS,CLE,1515,8,11,0,0,2,2,1,2,3,2,0,0,1,2,18,24.25
Spencer,Dinwiddie,2015-02-20,DET,CHI,1842,5,9,1,2,1,2,0,3,3,9,3,0,2,3,12,34.75
Victor,Oladipo,2015-02-20,ORL,NOP,1886,11,18,0,4,0,0,0,2,2,2,1,1,2,3,22,30.5
Luis,Scola,2015-02-20,IND,PHI,1386,6,10,1,1,3,5,1,6,7,1,3,0,1,4,16,32.25
Harrison,Barnes,2015-02-20,GSW,SAS,1687,7,11,2,4,0,0,2,3,5,0,1,0,0,1,16,25.25
Tim,Hardaway,2015-02-20,NYK,MIA,1797,6,9,3,5,2,2,0,3,3,4,2,0,4,2,17,30.25
Luc,Mbah,2015-02-20,PHI,IND,1896,6,12,2,5,2,3,3,7,10,3,0,0,2,0,16,33.0
Langston,Galloway,2015-02-20,NYK,MIA,2191,7,14,3,5,2,4,1,2,3,4,2,1,3,3,19,34.75
John,Henson,2015-02-20,MIL,DEN,1073,6,8,0,0,2,2,2,2,4,0,1,4,2,2,14,28.0
C.J.,Miles,2015-02-20,IND,PHI,1494,6,12,2,7,3,3,0,3,3,1,2,0,0,2,17,27.25
Luol,Deng,2015-02-20,MIA,NYK,2041,3,9,0,1,7,8,4,4,8,8,2,0,5,1,13,36.5
Bojan,Bogdanovic,2015-02-20,BRK,LAL,2244,7,13,2,7,2,2,0,4,4,3,0,0,1,1,18,28.0
Deron,Williams,2015-02-20,BRK,LAL,2382,6,14,0,2,0,0,0,4,4,15,2,1,5,1,12,43.0
Jeremy,Lin,2015-02-20,LAL,BRK,1451,6,9,1,4,5,8,0,1,1,2,1,0,1,3,18,24.25
Derrick,Favors,2015-02-20,UTA,POR,2162,7,15,0,0,2,6,4,5,9,2,2,1,1,2,16,35.75
Jerami,Grant,2015-02-20,PHI,IND,1665,5,11,1,4,5,10,2,3,5,3,1,0,0,1,16,29.25
Greg,Monroe,2015-02-20,DET,CHI,2193,9,14,0,0,2,5,0,6,6,1,2,1,3,4,20,33.5
Jordan,Clarkson,2015-02-20,LAL,BRK,1429,5,8,1,3,1,1,1,3,4,5,0,0,0,1,12,25.0
Iman,Shumpert,2015-02-20,CLE,WAS,1319,4,8,3,6,1,2,1,3,4,2,3,1,0,3,12,29.5
Shabazz,Napier,2015-02-20,MIA,NYK,2015,6,11,4,5,2,2,0,7,7,6,1,0,7,0,18,36.25
Marcus,Smart,2015-02-20,BOS,SAC,2141,5,15,2,9,4,9,1,4,5,2,5,0,0,2,16,36.25
Charlie,Villanueva,2015-02-20,DAL,HOU,830,4,5,3,3,2,2,0,4,4,1,1,0,1,0,13,22.5
Nikola,Vucevic,2015-02-20,ORL,NOP,2211,9,19,0,0,0,0,5,8,13,1,1,1,2,4,18,38.75
Wesley,Matthews,2015-02-20,POR,UTA,1913,4,9,1,5,4,4,0,7,7,2,1,0,0,0,13,27.25
Devin,Harris,2015-02-20,DAL,HOU,1777,7,18,3,9,0,0,0,6,6,7,2,0,2,3,17,39.5
Robert,Sacre,2015-02-20,LAL,BRK,1184,5,9,0,0,3,4,4,3,7,2,1,1,2,1,13,27.75
Terrence,Jones,2015-02-20,HOU,DAL,1774,3,7,0,0,3,4,3,6,9,2,1,4,1,1,9,32.75
Chandler,Parsons,2015-02-20,DAL,HOU,1767,4,9,1,3,4,4,1,3,4,3,2,0,1,1,13,26.5
Ricky,Rubio,2015-02-20,MIN,PHO,2229,2,10,1,3,5,6,0,8,8,14,2,0,3,5,10,44.0
Brandon,Bass,2015-02-20,BOS,SAC,2229,5,10,1,1,2,2,4,6,10,2,1,1,2,3,13,32.0
Jerryd,Bayless,2015-02-20,MIL,DEN,2314,5,11,1,3,0,0,0,7,7,8,1,1,1,3,11,35.75
Udonis,Haslem,2015-02-20,MIA,NYK,1672,5,6,1,1,2,6,0,5,5,2,0,1,0,2,13,24.75
Alex,Len,2015-02-20,PHO,MIN,2103,4,10,0,0,3,3,5,5,10,0,0,6,2,2,11,34.5
Andre,Drummond,2015-02-20,DET,CHI,2336,7,18,0,0,4,13,9,11,20,1,1,0,2,5,18,45.5
Tyreke,Evans,2015-02-20,NOP,ORL,2141,4,13,0,5,6,8,0,8,8,10,0,0,2,3,14,38.0
David,Lee,2015-02-20,GSW,SAS,1117,5,5,0,0,1,4,1,3,4,1,2,1,1,1,11,23.0
Andre,Iguodala,2015-02-20,GSW,SAS,1634,5,8,4,6,0,2,1,5,6,2,0,0,1,1,14,26.0
Quincy,Pondexter,2015-02-20,NOP,ORL,1767,3,4,1,2,6,8,1,2,3,1,1,0,1,2,13,20.25
Timofey,Mozgov,2015-02-20,CLE,WAS,1736,3,5,0,0,2,2,1,3,4,2,2,2,0,1,8,24.0
Damjan,Rudez,2015-02-20,IND,PHI,1386,4,5,2,3,0,0,0,1,1,2,2,0,0,1,10,19.25
Evan,Fournier,2015-02-20,ORL,NOP,2324,7,16,2,6,0,0,0,6,6,3,0,0,0,1,16,29.0
Otto,Porter,2015-02-20,WAS,CLE,1782,3,8,1,5,2,2,0,5,5,1,4,2,0,3,9,29.25
Taj,Gibson,2015-02-20,CHI,DET,1803,7,13,0,0,1,1,4,5,9,2,0,1,3,3,15,29.75
Tyler,Johnson,2015-02-20,MIA,NYK,1400,5,8,3,4,1,2,0,4,4,1,0,0,1,0,14,21.5
Ryan,Anderson,2015-02-20,NOP,ORL,1591,4,11,1,6,4,6,1,2,3,1,2,1,0,0,13,24.75
Nicolas,Batum,2015-02-20,POR,UTA,2020,3,6,0,1,2,2,1,4,5,3,2,1,1,0,8,24.25
Amir,Johnson,2015-02-20,TOR,ATL,1558,5,9,1,1,0,0,2,5,7,2,1,1,2,0,11,26.25
Hassan,Whiteside,2015-02-20,MIA,NYK,1206,4,7,0,0,4,6,3,6,9,1,1,2,3,4,12,29.25
P.J.,Tucker,2015-02-20,PHO,MIN,1647,4,8,1,3,2,5,3,6,9,2,1,1,1,4,11,29.25
Pau,Gasol,2015-02-20,CHI,DET,1853,4,10,0,0,4,4,2,6,8,2,1,3,3,3,12,31.5
Klay,Thompson,2015-02-20,GSW,SAS,1968,7,17,3,7,3,4,0,3,3,3,0,0,3,1,20,28.25
Jose,Calderon,2015-02-20,NYK,MIA,1772,5,10,0,3,1,3,0,1,1,9,2,0,3,2,11,28.25
Khris,Middleton,2015-02-20,MIL,DEN,1970,4,10,2,4,5,5,0,4,4,4,0,0,2,4,15,26.0
Marcus,Morris,2015-02-20,PHO,MIN,1470,5,9,2,3,2,4,1,4,5,2,1,0,2,3,14,25.25
Omri,Casspi,2015-02-20,SAC,BOS,1880,2,9,1,3,2,4,5,7,12,6,1,0,0,4,7,33.5
Jason,Thompson,2015-02-20,SAC,BOS,1509,3,4,0,0,0,0,3,6,9,2,1,1,0,4,6,24.25
Danilo,Gallinari,2015-02-20,DEN,MIL,2130,3,12,2,6,2,2,1,4,5,2,4,0,0,1,10,28.25
Archie,Goodwin,2015-02-20,PHO,MIN,1269,3,6,1,1,5,6,0,3,3,4,1,0,2,4,12,23.25
Willie,Green,2015-02-20,ORL,NOP,1445,4,6,1,1,0,0,1,4,5,3,0,0,0,2,9,20.25
James,Johnson,2015-02-20,TOR,ATL,1136,3,4,0,0,1,1,1,3,4,0,2,2,0,2,7,20.0
Draymond,Green,2015-02-20,GSW,SAS,1984,4,11,3,6,0,1,0,6,6,4,3,0,1,4,11,31.5
Kevin,Love,2015-02-20,CLE,WAS,1829,3,8,0,3,2,4,3,3,6,3,3,0,1,1,8,25.5
